wikidata_id,item_title,country
Q5201299,Cytel,United States of America
Q192653,Czech Airlines,Czech Republic
Q948531,Céline,
Q795231,Căile Ferate Române,
Q5207073,D B Corp Ltd.,
Q11320200,D&M Holdings,
Q1272840,D'Addario,
Q20031399,D'Angelico Guitars,United States of America
Q5203069,D'Angelo Sandwich Shops,United States of America
Q5203200,D'damas,
Q5203199,D'decor,
Q5241829,D+H,
Q5203233,D-A-S-H,United States of America
Q5203237,D-Box Technologies,
Q303580,D-Link,
Q5203271,D-Mart,
Q5203294,D-Wave Systems,Canada
Q5203542,D. C. Thomson & Co.,
Q5203618,D. H. Morgan Manufacturing,United States of America
Q5203782,D. R. Horton,
Q5264469,D2L,Canada
Q5204083,D3 LED,
Q1361716,D3 Publisher,
Q5204228,DAF NV,
Q5204244,DAKS,
Q5204248,DAL Global Services,
Q5204252,DAMAC Properties,
Q5204275,DAP Products,
Q16973267,DAQO,
Q5204371,DAZ 3D,
Q1238088,DB Breweries,
Q44353,DB Cargo,
Q5204443,DB Realty,
Q552912,DB Schenker,Germany
Q472941,DB Schenker Rail (UK),
Q705417,DBS Bank,Singapore
Q5204430,DBV Technologies,France
Q5204433,DBZ Guitars,
Q1130577,DC Shoes,
Q1024875,DCC Doppelmayr Cable Car,
Q5204483,DCC plc,
Q3259843,DD Free Dish,
Q5204669,DDB Mudra,
Q1152240,DDB Worldwide,United States of America
Q1206686,DDR Corp.,
Q315142,DE-CIX,Germany
Q204914,DEA AG,
Q819391,DEFA,East Germany
Q17051945,DEFCAD,
Q5204824,DEKA,United States of America
Q5204836,DELiA*s,United States of America
Q2265286,DEME,
Q4036874,DEPA,
Q15983117,DESCON Engineering,
Q5204878,DEX One,
Q5204902,DFCU Bank,Uganda
Q1243964,DFDS,Denmark
Q15410089,DFDS Seaways,
Q734447,DFI,
Q5204927,DFS,United Kingdom
Q5204929,DFS Galleria,
Q323329,DHL Aviation,
Q514108,DHL Global Forwarding,Germany
Q474230,DHL Supply Chain,Germany
Q3700394,DHX Media,Canada
Q5205077,DHgate.com,
Q5205182,DI Corporation,
Q1208772,DIANA Mayer & Grammelspacher,Germany
Q15731340,DIC Corporation,Japan
Q2278607,DINA S.A.,
Q16924332,DJI,
Q16991871,DJO Global,
Q938773,DKNY,United States of America
Q668091,DKSH,
Q3011374,DLF Limited,
Q5205605,DMCI Homes,
Q4809216,DMG Media,United Kingdom
Q1688845,DMG Mori Seiki,Japan
Q5366830,DMM.com,
Q5205731,DNA Productions,
Q80788,DNB ASA,
Q18455539,DNV GL,Norway
Q3501188,DOK-ING,
Q317849,DOVO Solingen,Germany
Q1154956,DP World,
Q5205934,DPL Inc.,
Q5205939,DPMS Panther Arms,United States of America
Q5205985,DQE,United States of America
Q474988,DR Motor Company,
Q615140,DR Movie,
Q1155372,DRB-HICOM,
Q5206064,DRL Limited,
Q3700554,DRS Technologies,
Q5206214,DS Smith,
Q83824,DSB,
Q376105,DSB Bank,
Q902650,DSM,Netherlands
Q5206198,DST Systems,
Q1155771,DSV,
Q5206207,"DSW, Inc.",United States of America
Q1155790,DStv,
Q1155797,DTAC,Thailand
Q5206232,DTE Energy,
Q1181477,DTZ,
Q5206354,DVDEmpire.com,
Q5206357,DVDVideoSoft,
Q2022655,DVS Shoes,
Q28782856,DXC Technology,
Q5206855,DYMO Corporation,United States of America
Q524424,DZ Bank,Germany
Q5207328,DaVinci Systems,
Q5207184,DaVita,
Q2723075,Dabur,
Q27460,Dacia,
Q5207720,Dacor,
Q5208217,Daejan Holdings,
Q488223,Daelim Industrial,
Q2774026,Daelim Motor,
Q321772,Daewoo,
Q292225,Daewoo Bus,
Q626452,Daewoo E&C,
Q27483,Daewoo Motors,
Q497860,Daewoo Shipbuilding & Marine Engineering,
Q761660,Dagbladet Information,Denmark
Q339438,Dagong Global Credit Rating,
Q5208704,Dah Chong Hong,
Q5208707,Dah Sing Bank Limited,
Q5208713,Dahabshiil,
Q5367197,Dahn yoga,
Q3011992,Dahon,United States of America
Q18111506,Dahua Technology,
Q1157511,Dai Nippon Printing,Japan
Q3543891,Daiei,
Q904575,Daigaku Honyaku Center,
Q27511,Daihatsu,Japan
Q669441,Daiichi Sankyo,
Q1157589,Daikin Industries,Japan
Q667613,Daily Mail and General Trust,United Kingdom
Q1157605,Daily Planet,
Q5209203,DailyBurn,
Q3012112,Daimaru,
Q27530,Daimler AG,Germany
Q27539,Daimler Company,United Kingdom
Q1157621,Daimler Financial Services,Germany
Q541477,Daimler-Benz,Germany
Q704874,DaimlerChrysler Aerospace,Germany
Q254397,Dainese,Italy
Q6569399,Dairy Farm International Holdings,
Q5209566,Dairy Farmers of America,United States of America
Q866991,Daiso,
Q5209716,Daisy Group,
Q11436136,Daito Trust Construction,
Q913825,Daiwa House Industry,
Q5209837,Daiya,
Q1157767,Daktronics,
Q5210246,Dalberg Global Development Advisors,
Q5210934,Dalian Port (PDA) Company,
Q3012420,Dalkia,
Q1157969,Dallah Al-Baraka,
Q1158005,Dallas Semiconductor,United States of America
Q1158033,Dallmayr,Germany
Q5211959,Damani Dada,
Q3012602,Damart,
Q5212365,Damiani,
Q3346347,Damodar Valley Corporation,
Q5212793,Damon's Grill,United States of America
Q5214075,Dan Murphy's,Australia
Q1159192,Dan Wesson Firearms,United States of America
Q5214701,Dana Corporation,United States of America
Q5214713,Dana Design,
Q721569,Dana Energy,
Q3013267,Dana Gas,
Q3013278,Dana Petroleum,
Q1159256,Danaher Corporation,United States of America
Q5214966,Danbury Mint,
Q19601575,Danby,
Q5215397,Dancer Fitzgerald Sample,
Q1159473,Danelectro,
Q1159510,Danfoss,Denmark
Q787572,Dangel,
Q5215986,"Danger, Inc.",
Q5216192,Dangote Cement,
Q3013553,Dangote Group,
Q17512973,Daniel Defense,United States of America
Q22104639,Daniel Wellington,Sweden
Q367162,Danieli,
Q1788069,Danish Audiophile Loudspeaker Industries,Denmark
Q12307383,Danish Bibliographic Centre,Denmark
Q826616,Danish East India Company,
Q5219738,Danish Institute for International Studies,Denmark
Q1164193,Danjaq,United States of America
Q5221065,Dansk International Designs,
Q1636974,Danske Bank,Denmark
Q10466725,Dansko,United States of America
Q5221270,Danube company,
Q5221859,Dar Al-Arkan Real Estate Development Company,
Q3015909,Dar Al-Handasah,
Q742196,Darden Restaurants,United States of America
Q5222470,Dare Foods,
Q5222747,Darigold,United States of America
Q27907429,Darktrace,United Kingdom
Q1166565,Darracq,
Q5225569,Dart Container,
Q5225575,Dart Group,
Q3117381,Darty plc,
Q4037047,Dartz,Latvia
Q5226351,Das,
Q5226777,Dasient,United States of America
Q460487,Dassault Aviation,France
Q1172038,Dassault Systèmes SE,France
Q5227157,Data Design System,
Q5227160,Data Domain,United States of America
Q1172222,Data General,
Q4037057,DataArt,
Q5227131,DataStax,
Q5227135,DataWind,
Q18350420,Databricks,United States of America
Q5227425,Datacard Group,
Q5227433,Datacom Group,
Q16248637,Datadog,United States of America
Q24940442,Dataiku,
Q5227441,Datalight,United States of America
Q16989150,Datalogix,
Q5227452,Datamonitor,
Q5227476,Datapipe,
Q2438718,Datapoint,
Q5227495,Datatel,
Q593734,Datel,United Kingdom
Q5228205,Dave & Buster's,
Q5229877,Dave Smith Instruments,
Q5228184,Dave's Killer Bread,United States of America
Q5232395,David Clark Company,United States of America
Q5235753,David Jones Limited,Australia
Q5236716,David Lloyd Leisure,
Q5240180,David Sunflower Seeds,
Q1176784,David Suzuki Foundation,
Q5241390,"David Yurman, Inc.",
Q5230388,David's Bridal,United States of America
Q501422,Davidoff,
Q3019129,DavidsTea,Canada
Q2362517,Davidson & Associates,
Q16989193,Davidson Kempner Capital Management,United States of America
Q2956389,Davie Shipbuilding,Canada
Q1177836,Davilex Games,
Q5241844,Davis Brody Bond,
Q19867334,Davis Industries,United States of America
Q5241930,Davis Langdon,
Q5242015,Davison's,
Q1178340,Davrian,United Kingdom
Q5242603,Dawood Hercules Corporation Limited,
Q5242792,Day & Zimmermann,United States of America
Q1047239,Days Inn,
Q5243467,Dayton's,
Q5243624,Daytop,
Q3817810,Dayun Group,
Q5243771,"Dbx, Inc.",United States of America
Q3282495,Ddrum,
Q2521786,De Agostini,Italy
Q471891,De Beers,South Africa
Q2063937,De Bijenkorf,
Q931123,De Cecco,Italy
Q498363,De Havilland Engine Company,
Q5244423,De Havilland Propellers,
Q699810,De La Rue,
Q614819,De Lijn,Belgium
Q38467310,De Porceleyne Fles,Kingdom of the Netherlands
Q1180276,De Rosa,
Q173085,De Tomaso,Italy
Q1207494,De'Longhi,
Q1180058,DeKuyper,
Q1179543,DeLaval,Sweden
Q1241608,DeLorean Motor Company,United States of America
Q1179564,DeLorme,United States of America
Q2079198,DeMoulas Market Basket,United States of America
Q11320256,DeNA,Japan
Q2701539,DePatie-Freleng Enterprises,United States of America
Q4037082,DePuy,
Q5244154,DeVry Inc.,
Q5245196,Dead Gentlemen Productions,
Q5245832,DealDash,
Q5245925,Deals,
Q5245963,Dean & DeLuca,United States of America
Q645072,Dean Foods,
Q545973,Dean Guitars,United States of America
Q5246565,Dean Witter Reynolds,
Q598867,Deberny & Peignot,
Q539206,Debswana,
Q5248841,Decca Radar,
Q5249133,Dechra Pharmaceuticals,
Q3704527,"Decipher, Inc.",
Q1181953,Deckers Outdoor Corporation,United States of America
Q5249762,Dedeman,
Q5249795,Dedicated Freight Corridor Corporation of India,
Q5249863,Dee's Drive-In,United States of America
Q5249982,Deedle-Dee Productions,United States of America
Q46996034,Deep Instinct,
Q18111639,Deep Knowledge Ventures,
Q1182415,Deep South Wrestling,United States of America
Q3700496,Deep Space Industries,United States of America
Q5250360,Deep Web Technologies,
Q15733006,DeepMind,
Q5711025,Defense Industries Organization,
Q20065243,Degica,
Q19867810,Degreed,
Q2439883,Degtyarev plant,
Q459819,Dehomag,Germany
Q664543,Deichmann SE,Germany
Q383711,Dekra SE,Germany
Q1183805,Del Monte Foods,United States of America
Q2562301,Del Rey Books,
Q1183818,Del Taco,
Q27550,Delage,
Q783891,Delahaye,
Q5253311,Delaware Investments,
Q5253324,Delaware North,
Q828090,Delcam,United Kingdom
Q5253556,"Delcath Systems, Inc.",
Q5253557,Delchamps,United States of America
Q11090234,Delco Electronics,United States of America
Q1184087,Delek Group Ltd.,
Q1029339,Delhi Metro Rail Corporation,
Q18351049,Deliv,
Q22000919,Deliveroo,
Q23384493,Delivery Hero,
Q2289818,Dell Comics,United States of America
Q5254109,Dell Compellent,
Q877536,Dell EMC,United States of America
Q30873,Dell Inc.,United States of America
Q16927833,Dell Software,United States of America
Q27500963,Dell Technologies,United States of America
Q2595760,Dell Wyse,
Q491748,Deloitte,United States of America
Q48971221,Delphi Technologies,
Q1184680,Delphine Software International,
Q830416,Delsey,France
Q5254598,Delta Community Credit Union,
Q5254602,Delta Corporation,
Q5254640,Delta G Scientific Company,
Q2912754,Delta Galil,
Q2539570,Delta Holding,Serbia
Q94743,Delta Lloyd Group,Netherlands
Q16973437,Delta Machinery,
Q5254691,Delta Motors Corporation,
Q5254843,Deltek,
Q5254919,Deluxe Corporation,
Q1185031,Deluxe Distribution,
Q5254922,Deluxe Entertainment Services Group Inc.,
Q18155981,Delvaux,Belgium
Q5255025,Demand Media,
Q5255058,Demandware,
Q826437,Dematic,Germany
Q6087222,Demirören Group,
Q17002195,Democratic Freedom Caucus,
Q1185863,Democratic National Committee,
Q5256363,Demos Medical Publishing,
Q3595747,Dena Bank,
Q5256667,Dendreon,United States of America
Q1187008,Denel,
Q3022429,Denel Dynamics,
Q1071352,Dengeki Bunko,
Q5257824,Denison Mines,Canada
Q5257874,Denizen Hotels,
Q5258868,Dennis Publishing,
Q176508,Denso,Japan
Q23781052,Dentsply Sirona,
Q1189945,Dentsu,
Q2381970,Denza,People's Republic of China
Q5260099,Department 56,United States of America
Q1191721,Depository Trust & Clearing Corporation,
Q18149865,Depository Trust Company,United States of America
Q1199964,Derby Cycle,Germany
Q5261524,Derby Works,United Kingdom
Q19876037,Derecktor Shipyards,
Q17010330,Dermalogica Inc.,
Q5263169,Derry & Toms,United Kingdom
Q5263322,Derwent Capital Markets,
Q824969,Derwent Cumberland Pencil Company,
Q5263338,Derwent London,
Q28155261,Descartes Systems Group,Canada
Q11320384,Descente,
Q5263868,Deseret Management Corporation,United States of America
Q5264274,Design Hotels,
Q5264280,Design International,
Q5264294,Design Research Society,
Q83750,Desigual,
Q3024535,Desnoes & Geddes,
Q5265143,Destination Maternity,United States of America
Q5050852,Destination XL Group,United States of America
Q316511,Destiny Cable,
Q7170943,Det Norske Oljeselskap ASA,Norway
Q5265735,Detica,
Q5265775,Detonics,United States of America
Q5265861,Detroit Automobile Company,United States of America
Q1201537,Detroit Electric,
Q3024782,Detroit and Mackinac Railway,United States of America
Q16643324,Detskiy Mir,Russia
Q323161,Deuter Sport,Germany
Q5266266,Deutsch Inc.,
Q157852,Deutsche Börse,Germany
Q636838,Deutsche Flugsicherung,Germany
Q1203101,Deutsche Harmonia Mundi,Germany
Q829459,Deutsche Hospitality,
Q316296,Deutsche Post of the GDR,East Germany
Q708835,Deutsche Postbank,Germany
Q700563,Deutsche Reichsbahn (GDR),East Germany
Q9396,Deutsche Telekom,Germany
Q320111,Deutsche Vermögensberatung,Germany
Q475539,Deutsche Waffen und Munitionsfabriken,
Q641314,Deutsche Werke,German Empire
Q533617,Deutz AG,Germany
Q645697,Deutz-Fahr,Germany
Q16973660,DevExpress,
Q5204240,Development Alternatives Incorporated,
Q5266677,Development Bank of Japan,Japan
Q5267669,Devolver Digital,United States of America
Q1206980,Devon Energy,United States of America
Q4037276,Dewey & LeBoeuf,United States of America
Q14914829,Dex Media,
Q15109865,Dexcom,United States of America
Q5268715,Dhaka Bank Limited,
Q13058110,Dhaka Electric Supply Company Limited,
Q4886995,Dhamra Port,India
Q3268530,DiGi Telecommunications,Malaysia
Q1207857,DiMarzio,
Q925132,Dia,Turkey
Q5270187,Diabolic Video,
Q1208130,Diadora,
Q161140,Diageo,United Kingdom
Q5270580,Dialog,Sri Lanka
Q5270585,Dialog TV,
Q5270588,Dialogic Inc.,
Q699710,Diamond Aircraft Industries,Austria
Q3026083,Diamond Comic Distributors,
Q5270794,Diamond Foods,United States of America
Q23016777,Diamond Foundry,
Q652731,Diamond Light Source,United Kingdom
Q5270866,Diamond Match Company,United States of America
Q259062,Diamond Multimedia,United States of America
Q5270883,Diamond Offshore Drilling,
Q5270903,Diamond Reo Trucks,United States of America
Q16973722,Diamond Shamrock,United States of America
Q5270935,Diamond Trading Company,
Q5270951,Diamond and Schmitt Architects,Canada
Q2051649,Diamond-Star Motors,
Q5270989,Diamondback Bicycles,
Q18204710,Dianrong.com,
Q5271745,Diapers.com,
Q1209227,Diatto,
Q5272335,Dice.com,
Q5272692,Dick Blick Art Materials,United States of America
Q5272768,Dick Clark Productions,United States of America
Q5273391,Dick Smith,Australia
Q5272577,Dick's Drive-In,United States of America
Q5272601,Dick's Sporting Goods,
Q114913,Dickies,
Q5273711,Dickins & Jones,United Kingdom
Q5273784,Dickson Concepts,
Q5273883,Dicos,
Q17088327,Dictaphone,
Q16960686,Dictionary.com,
Q21190510,Didi Chuxing,People's Republic of China
Q1220078,Diebold Nixdorf,United States of America
Q1220617,Diehl Aerospace,Germany
Q464834,Diehl BGT Defence,Germany
Q5274925,Diemaco,
Q158285,Diesel,
Q5275211,Dietz & Watson,United States of America
Q263523,Digi TV,
Q1224626,Digi-Key,
Q603011,DigiNotar,
Q5678438,Digikala,Iran
Q5275736,Digimarc,United States of America
Q195071,Digimind,
Q4037337,Digital Angel,
Q5275834,Digital Designs,United States of America
Q690079,Digital Equipment Corporation,United States of America
Q5275861,Digital First Media,United States of America
Q27094432,Digital Homicide Studios,
Q5275887,Digital Insight,
Q17514118,"Digital Management, Inc.",
Q1968078,Digital Mars,
Q5275937,Digital Ocean,United States of America
Q4037348,Digital Pictures,United States of America
Q185608,Digital Research,
Q5275978,Digital River,
Q16991788,"Digital Storm Online, Inc.",
Q5276007,Digital TV Group,
Q5276012,Digital Telecommunications Philippines,Philippines
Q1224697,DigitalGlobe,
Q1225079,Digitec Galaxus,
Q635836,Digiturk,Turkey
Q461517,Digium,United States of America
Q5276334,Dignity Health,United States of America
Q5276343,Dignity plc,
Q844805,Dillard's,United States of America
Q3027988,Diller Scofidio + Renfro,
Q5276922,Dillon Aero,United States of America
Q5276954,Dillons,United States of America
Q5276991,Dilmah,
Q1225703,Dimension Data,
Q5277266,Dimensional Fund Advisors,
Q5278020,DineEquity,
Q877332,Diners Club International,United States of America
Q1226566,Dinky Toys,
Q5279096,Diodes Incorporated,
Q3029195,Dippin' Dots,
Q1227345,Diptyque,
Q1056839,DirecTV,United States of America
Q28126900,DirecTV Now,United States of America
Q5280267,Direct Energy,
Q325156,Direct Line,Germany
Q5280285,Direct Line Group,
Q456226,Direct Rail Services,
Q3029396,Direct Énergie,
Q5280401,Directed Electronics,United States of America
Q5280480,Directly Operated Railways,
Q5280626,Directorate General of Shipping,
Q18153086,Dirty Ghetto Kids,
Q15280868,Disabled American Veterans,United States of America
Q761560,Disco Mix Club,
Q22907849,Discord,
Q5281717,Discotek Media,
Q5281735,Discount Tire,United States of America
Q5281736,Discount brokerage,
Q5281775,Discover Financial,United States of America
Q621592,Discovery Communications,United States of America
Q13412735,Discovery Communications Nordic,Sweden
Q3030226,Discovery Holding Company,
Q5281946,Discovery Networks CEEMEA,
Q2254375,Discovery Networks EMEA,
Q5281952,Discovery Networks UK,
Q1228575,Discovery Toys,United States of America
Q5281990,Discovery Zone,United States of America
Q5243174,Dish México,
Q1199757,Dish Network,
Q3519770,Dish TV,
Q5282242,Disinfo,
Q1111443,Disney Channels Worldwide,
Q3030410,Disney Consumer Products,
Q420947,Disney Cruise Line,United States of America
Q5282441,Disney D23,United States of America
Q3030436,Disney Interactive,
Q3030458,Disney Mobile,Japan
Q7888605,Disney Publishing Worldwide,
Q1047009,Disney Store,
Q1392453,Disney Television Animation,United States of America
Q4132994,Disney Theatrical Group,
Q478577,Disney Theatrical Productions,
Q3030504,Disney on Ice,
Q2081339,DisneyToon Studios,
Q2501552,Disneynature,
Q2737435,Disney–ABC Domestic Television,United States of America
Q654073,Disney–ABC Television Group,
Q5282626,DisplayLink,
Q18636363,Distell Group Limited,
Q5283288,District Cooperative Central Bank,
Q3493807,Ditch Witch,
Q5283644,Ditech,
Q5283771,"DivX, Inc.",United States of America
Q3711914,Diva Futura,
Q5283845,Divco,
Q5283920,"Diversey, Inc.",United States of America
Q5284158,Divine Word University of Tacloban,Philippines
Q5284812,Dixie Brewing Company,United States of America
Q5284819,Dixie Chili and Deli,United States of America
Q5284974,Dixon Ticonderoga Company,
Q5284986,Dixons,
Q16980420,Dixons Carphone,United Kingdom
Q19864,Dixons Retail,
Q5285003,Dixy Chicken,
Q1209119,Djarum,
Q5285844,Dnata,
Q5285841,Dnata Travel Services,
Q5285865,Dns.com,United States of America
Q1233020,Do & Co,Austria
Q5286058,Do It All,
Q5286067,Do It Best,United States of America
Q5286246,Do Something,United States of America
Q3820529,Doble steam car,United States of America
Q5287068,Doc Johnson,United States of America
Q21892650,"Docker, Inc.",
Q450599,Dockwise,Netherlands
Q5287613,DocuSign,United States of America
Q1234076,Dodge & Cox,
Q844992,Dodgeball,
Q3033701,Doe Run Company,
Q475912,Doepfer,Germany
Q1234590,Dofasco,Canada
Q5288273,Dog n Suds,United States of America
Q3033748,Dogfish Head Brewery,United States of America
Q5288441,Dogs Trust,
Q261288,Dolby Laboratories,United States of America
Q28402655,Dolce Hotels and Resorts,
Q5289205,Dollar Bank,United States of America
Q5289209,Dollar Financial Group,
Q145168,Dollar General,
Q1235661,Dollar Rent A Car,United States of America
Q5289224,Dollar Shave Club,
Q1235669,Dollar Thrifty Automotive Group,
Q5289230,Dollar Tree,United States of America
Q3033947,Dollarama,Canada
Q18636520,Dolls Kill,
Q5289342,Dolly Madison,
Q465340,Dolmar,Germany
Q5289621,Dolphin Energy,
Q19872934,Domain Group,Australia
Q733351,Dome,Japan
Q5290899,Dominick's,United States of America
Q5291028,Dominion,Canada
Q1152008,Dominion Bond Rating Service,
Q677464,Dominion Resources,
Q5291214,Domino Foods,United States of America
Q839466,Domino's Pizza,United States of America
Q5291323,Domo,United States of America
Q1238739,Domtar,Canada
Q1498628,Don Julio,
Q1185381,Don Quijote,
Q5291591,Don't Flop,
Q1129749,Donald Healey Motor Company,
Q5295362,Donaldson Company,United States of America
Q5295353,"Donaldson, Lufkin & Jenrette",
Q5295523,Doncaster Works,United Kingdom
Q27300,Dong Woo Animation,
Q496538,Dongbu Daewoo Electronics,
Q5295884,Dongfeng Honda,
Q1138452,Dongfeng Motor Corporation,People's Republic of China
Q11104175,Dongfeng Motor Group Company Limited,People's Republic of China
Q1241360,Dongfeng Peugeot-Citroën Automobile,People's Republic of China
Q842268,Dongfeng Yueda Kia,
Q5296810,DonorsChoose,United States of America
Q5296876,Donruss,United States of America
Q3036861,Dontnod Entertainment,
Q5296921,Donut King,Australia
Q18588958,Donuts,
Q1763315,Doordarshan,
Q11235888,Doosan Corporation,
Q492581,Doosan Heavy Industries & Construction,South Korea
Q665486,Doppelmayr Garaventa Group,
Q1815722,Doraville Assembly,United States of America
Q5297602,Dorchester Collection,United Kingdom
Q5297699,Dorel Industries,
Q5298065,Dorman Long,
Q16629796,Dormeuil,
Q2284548,Dorna Sports,
Q568229,Doro,
Q5298588,Dorothy Perkins,
Q5299383,Dot Cycle and Motor Manufacturing Company,United Kingdom
Q4037549,DotEmu,
Q24393628,DotGEARS,
Q48966189,DotLab,
Q30640951,DoubleDragon Properties,
Q2504643,DoubleTree,
Q5299637,DoubleTwist,United States of America
Q651778,Douglas,United States of America
Q570747,Douglas Holding,Germany
Q1252809,Douwe Egberts,
Q16974527,Dover Corporation,United States of America
Q5302600,Dow AgroSciences,United States of America
Q855639,Dow Chemical Company,United States of America
Q325037,Dow Corning,United States of America
Q1126244,Dow Jones & Company,
Q1253020,Dow Jones Indexes,
Q38589917,DowDuPont,
Q5303114,Downer EDi,
Q5303118,Downer Rail,Australia
Q5303671,Dowty Group,
Q5303672,Dowty Rotol,
Q2744515,Doxa Watches,
Q3038414,Doğan Holding,Turkey
Q1253640,Doğan Media Group,Turkey
Q1253703,Doğuş Holding,Turkey
Q1254149,Dr Pepper Snapple Group,
Q1254016,Dr. Peters,Germany
Q908961,Dr. Reddy's Laboratories,India
Q1233894,Dr. Web,
Q1494637,Dr.mark W tilden,
Q5305192,Dragon Dynasty,
Q717248,Dragon Gate,
Q652782,Dragon Gate USA,United States of America
Q877424,Dragon Models Limited,
Q4037588,Dragon Oil,
Q5305572,Drake's,
Q5305647,Draken International,United States of America
Q2876276,Dramatic Dream Team,
Q4354870,Draper Fisher Jurvetson,
Q5305860,Draper Tools,
Q684254,Drawn and Quarterly,Canada
Q1256028,Drax Group,United Kingdom
Q606349,Dream,
Q12593747,Dream Tea Entertainment,South Korea
Q16249529,DreamBox,United States of America
Q1135607,DreamCatcher Interactive,Canada
Q5306255,DreamWorks Classics,
Q5306688,Dreams,United Kingdom
Q28197160,Dreamscape Entertainment Television,
Q3896278,Dreamwave Productions,Canada
Q6795,Dresden Porcelain,Germany
Q1258529,Dresdner Bank,Germany
Q5307031,DressBarn,United States of America
Q1258651,Dresser Industries,
Q177404,Drexel Burnham Lambert,
Q5307360,Dreyer's,United States of America
Q5307363,Dreyfus Corporation,
Q17079521,Drift boat,
Q18150050,DripDrop,
Q5307795,Driscoll's,United States of America
Q24905328,Drishyam Films,
Q16833682,Drive eO,Latvia
Q4688630,DriveNow,Germany
Q17085278,DriveSavers,
Q5308036,Drivetrain Systems International,
Q1259442,Driza-Bone,
Q5308167,Drobo,
Q5308179,Droga5,
Q18149509,Dropcam,
Q2119009,Droste,
Q3177593,Drs. Foster & Smith,
Q5308945,Drugs.com,
Q5308965,Drugstore.com,
Q1261235,Drum Workshop,
Q1261250,Drumcode Records,Sweden
Q4349112,Drummond Company,
Q5309249,Drummonds Bank,United Kingdom
Q5309468,DryShips Inc,
Q18352685,Drybar,United States of America
Q5309705,Dryland,
Q605908,Drägerwerk,Germany
Q324861,Dräxlmaier Group,Germany
Q5309959,Dsign Music,
Q221062,DuPont,United States of America
Q5298916,DuPont Danisco,
Q877200,Dual,Germany
Q5310257,Dualit,
Q3296752,Dualstar,United States of America
Q5310380,Duane Reade,United States of America
Q5310500,Dubai Airports Company,
Q5310506,Dubai Bank,
Q5310534,Dubai Duty Free,
Q1262868,Dubai Electricity and Water Authority,
Q1973019,Dubai Financial Market,United Arab Emirates
Q1262892,Dubai Holding,
Q5310589,Dubai Multi Commodities Centre,
Q5310599,Dubai Properties,
Q1060209,Dubai World,
Q4119913,Dubal,
Q2539909,Ducati Corse,
Q5311341,Duchy Originals from Waitrose,United Kingdom
Q15631659,Duck Commander,
Q749583,Duck Down Music Inc.,United States of America
Q5311479,Duck Studios,
Q27582,Duesenberg,United States of America
Q5312314,Duff & Phelps,
Q1264020,Dufry,
Q1264404,Duke Energy,United States of America
Q5312873,Duke Street Capital,
Q5312891,Duke University Health System,United States of America
Q3041137,"Duluth, Missabe and Iron Range Railway",
Q50921,Dulux,
Q1265181,Dun & Bradstreet,
Q5314635,Duncan Toys Company,
Q5315020,Dunelm Group,United Kingdom
Q5315238,Dunham's Sports,
Q4037686,Dunkin' Brands,United States of America
Q1266156,Dunlop Manufacturing,United States of America
Q5315458,Dunlop Rubber,United Kingdom
Q5315461,Dunlop Sport,United Kingdom
Q5315532,Dunn & Co.,United Kingdom
Q1266203,Dunnes Stores,
Q5315592,Dunnhumby,
Q2918660,Duolingo,United States of America
Q19868263,Duplass Brothers Productions,
Q858702,Duracell,
Q3041495,Duralex,
Q1266780,Durant Motors,United States of America
Q1266808,Duravit,Germany
Q1267311,Durex,
Q5316422,Durgapur Steel Plant,
Q5316734,Durrat Khaleej Al Bahrain Company,Bahrain
Q534558,Durst,
Q5316774,Durst Organization,
Q2892665,Duryea Motor Wagon Company,United States of America
Q24908541,Dusenberry Martin Racing,
Q1115350,Dusit Thani Group,
Q5317245,Dutch Bangla Bank,
Q5317249,Dutch Boy Paint,United States of America
Q5317253,Dutch Bros. Coffee,United States of America
Q159766,Dutch East India Company,Dutch Republic
Q617066,Dutch West India Company,
Q8384413,Dwango,
Q5318373,DxO Labs,
Q5318687,Dylan's Candy Bar,
Q1280883,Dymocks Booksellers,Australia
Q2562782,Dyn,
Q5318880,Dynaco,
Q5318881,Dynadot,United States of America
Q541030,Dynamic Parcel Distribution,
Q872866,Dynamit Nobel,Germany
Q1269117,Dynamo Moscow,
Q456247,Dynaudio,Denmark
Q1269170,Dynegy,United States of America
Q5319205,Dynetics,United States of America
Q5319223,Dyno-Rod,
Q621429,Dyson,United Kingdom
Q5320229,Délifrance,France
Q1272125,Dürr AG,Germany
Q2472289,E Ink Corporation,United States of America
Q5321435,E-One,
Q2607502,E-Trade,United States of America
Q800074,E-ZPass,United States of America
Q490371,E-mart,
Q1273181,E-mu Systems,United States of America
Q5321696,E. A. Juffali and Brothers,
Q5321855,E. F. Hutton & Co.,
Q5321953,E. J. Korvette,
Q5322081,E. P. Dutton,United States of America
Q3045750,E. Remington and Sons,United States of America
Q283457,E. W. Scripps Company,
Q1611073,E.G. Records,United Kingdom
Q1273376,E.Leclerc,
Q270223,E.ON SE,Germany
Q5322388,E2open,United States of America
Q573337,EA Phenomic,Germany
Q869106,EA Sports,United States of America
Q1128353,EADS CASA,Spain
Q5322495,EADS North America,United States of America
Q541568,EAS,
Q4993686,EB Games,
Q5322604,EB Games Australia,
Q1276270,EBC,
Q606978,EBSCO Industries,United States of America
Q1273958,EBSCO Information Services,United States of America
Q507104,EBX Group,
Q1274252,EC Comics,
Q1280255,ECCO,Denmark
